"ID","CODE_CATEGORY","REF_CODE","DESC_EN","DESC_BM","ADDBY","UPDATEBY","CREATED_AT","UPDATED_AT","PRIORITY","6731","RTW_SP_SERVICETYPE","RTW_ST_PHY","PHYSIOTHERAPY"
18143,rtw_sp_service,rtw_s148_pak,Pakej - General Exercise,,,,,,,,,,
18144,rtw_sp_service,rtw_s149_pak,Pakej - Respiratory Exercise,,,,,,,,,,
18145,rtw_sp_service,rtw_s150_pak,Pakej - 2 Electrical Modalities,,,,,,,,,,
18146,rtw_sp_service,rtw_s151_pak,Pakej - 3 Electrical Modalities/ More,,,,,,,,,,
18147,rtw_sp_service,rtw_s152_bil,BIL,,,,,,,,,,
18148,rtw_sp_service,rtw_s153_pan,PANEL / TREATMENT,,,,,,,,,,
18149,rtw_sp_service,rtw_s154_ tr,Transitional Living Care Facility,,,,,,,,,,
18150,rtw_sp_service,rtw_s155_spe,Speech Therapy Treatment,,,,,,,,,,
18151,rtw_sp_service,rtw_s156_psy,Psychology Treatment,,,,,,,,,,
18152,rtw_sp_service,rtw_s157_reh,Rehab Specialist (Initial Session),,,,,,,,,,
18153,rtw_sp_service,rtw_s158_reh,Rehab Specialist (Follow Up  Session),,,,,,,,,,
18154,rtw_sp_service,rtw_s159_med,Medical Officer (Initial Session),,,,,,,,,,
18155,rtw_sp_service,rtw_s160_med,Medical Officer (Follow Up Session),,,,,,,,,,
18156,rtw_sp_service,rtw_s161_cog,Cognitive Assessment (Cognab)/ Perceptual Assessment & Repot,,,,,,,,,,
18157,rtw_sp_service,rtw_s162_fol,Follow Up Registration Fess,,,,,,,,,,
18158,rtw_sp_service,rtw_s163_bas,Basic Equipment -Therapeutic Ultrasound,,,,,,,,,,
18159,rtw_sp_service,rtw_s164_bas,Basic Equipment - Hydrocollator pack,,,,,,,,,,
18160,rtw_sp_service,rtw_s165_bas,Basic Equipment - Tens,,,,,,,,,,
18161,rtw_sp_service,rtw_s166_bas,Basic Equipment - Cryocuff,,,,,,,,,,
18162,rtw_sp_service,rtw_s167_bas,Basic Equipment - Ice pack,,,,,,,,,,
18163,rtw_sp_service,rtw_s168_bas,Basic Equipment - Paraffin Wax,,,,,,,,,,
18164,rtw_sp_service,rtw_s169_bas,Basic Equipment - Dumb bell,,,,,,,,,,
18165,rtw_sp_service,rtw_s170_bas,Basic Equipment - Sandbag,,,,,,,,,,
18166,rtw_sp_service,rtw_s171_bas,Basic Equipment - Gym ball,,,,,,,,,,
18167,rtw_sp_service,rtw_s172_bas,Basic Equipment - Pulley,,,,,,,,,,
18168,rtw_sp_service,rtw_s173_bas,Basic Equipment - Wall bar,,,,,,,,,,
18169,rtw_sp_service,rtw_s174_bas,Basic Equipment - Parallel bar,,,,,,,,,,
18170,rtw_sp_service,rtw_s175_bas,Basic Equipment - Tilt Table,,,,,,,,,,
164652,rtw_mm_serviceType,rtw_mm_vehicle,Vehicle,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164653,rtw_mm_serviceType,rtw_mm_workplace,Workplace,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164654,rtw_mm_vehicle,rtw_mm_vehicle_car,Car,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164655,rtw_mm_vehicle,rtw_mm_vehicle_motor,Motor,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164656,rtw_mm_vehicle,rtw_mm_vehicle_others,Others,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164657,rtw_mm_workplace,rtw_mm_workplace_workstation,Workstation,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164658,rtw_mm_workplace,rtw_mm_workplace_toilet,Toilet,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164659,rtw_mm_workplace,rtw_mm_workplace_accessibility,Accessibility,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164660,rtw_mm_workplace,rtw_mm_workplace_carpark,Car park,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164661,rtw_mm_workplace,rtw_mm_workplace_others,Others,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164662,ms_lob_stsafter,"1",pending info,pending info,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164663,ms_lob_stsafter,"2",completed - appeal,completed - appeal,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164664,ms_lob_stsafter,"3",completed - no appeal,completed - no appeal,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164665,rcmapvaction,"27",Recommend to MB MMI,Pengesyoran ke MB MMI,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164666,rcmapvaction,"28",Recommend No Further Action,Tidak Mengesyorkan Tindakan Lanjut,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164667,rcmapvaction,"29",Approve,Lulus,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164668,obcondition,"1",Coma,Koma,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164669,obcondition,"2",Bedridden,Terlantar Sakit,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164670,obcondition,"3",Paralyzed,Lumpuh,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164671,obcondition,"4",Dimentia,Hilang Ingatan,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164672,obcondition,"5",Unable to managed him/herself (Age factor),Uzur,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164673,obcondition,"6",Others (Please specify),Lain-lain,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164674,prstatus,"1",Active,Aktif,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164675,prstatus,"2",Inactive,Tidak Aktif,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164676,ms_mcf_stsdoc,"0",Default,Default,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164677,ms_mcf_stsdoc,"1",Pending Invoice & Report,Pending Invoice & Report,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164678,ms_mcf_stsdoc,"2",Pending Approval Invoice & Report,Pending Approval Invoice & Report,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164679,ms_mcf_stsdoc,"3",Reject Invoice & Report,Reject Invoice & Report,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164680,ms_mcf_stsdoc,"4",Pending Feedback,Pending Feedback,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164681,ms_mcf_stsdoc,"5",Pending Approval Feedback,Pending Approval Feedback,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164682,ms_mcf_stsdoc,"6",Reject Feedback,Reject Feedback,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164683,ms_mcf_stsdoc,"7",Pending Report,Pending Report,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164684,ms_mcf_stsdoc,"8",Pending Approval Report,Pending Approval Report,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164685,ms_mcf_stsdoc,"9",Reject Report,Reject Report,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164686,ms_mcf_stsdoc,"10",Completed Report,Completed Report,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164687,ms_mcf_center,"0",Default,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164688,ms_mcf_center,"1",KKM,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164689,ms_mcf_center,"2",NON-KKM,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164690,ms_mia_status,"0",Default,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164691,ms_mia_status,"1",New,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164692,ms_mcf_sts,"0",Query,Query,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164693,ms_mcf_sts,"1",Feedback,Feedback,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164694,ms_inv_invstatus,"0",No Invoice,No Invoice,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164695,ms_inv_invstatus,"1",Received Invoice,Received Invoice,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164696,ms_inv_invstatus,"2",Upload Invoice,Upload Invoice,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164697,ms_inv_invstatus,"3",Approve Invoice,Approve Invoice,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164698,ms_inv_invstatus,"4",Reject Invoice,Reject Invoice,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164699,ms_mia_status,"2",Completed,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164700,ms_spq_stsapprv,"0",default,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164701,ms_spq_stsapprv,"1",Pending Quotation,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164702,ms_spq_stsapprv,"2",Pending Approval,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164703,ms_spq_stsapprv,"3",Approved,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164704,ms_spq_stsapprv,"4",Amendment,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164705,ms_spq_stsapprv,"5",Negotiate,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164706,ms_spq_stsapprv,"6",Approve (Submit for Invoice),,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164707,ms_spq_stsapprv,"7",Close,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164708,inconsistent,"7",Insured Person,Orang Berinsurans,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164709,inconsistent,"8",Others,Lain-lain,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164710,inconsistent,"9",Employer Info,Maklumat Majikan,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164711,ms_inv_stsmcf,"0",No Invoice,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164712,ms_inv_stsmcf,"1",Pending Invoice,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164713,ms_inv_stsmcf,"2",Upload Invoice,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164714,ms_inv_stsmcf,"3",Approved Invoice,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164715,ms_inv_stsmcf,"4",Reject Invoice,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164716,ms_inv_stssp,"0",Default,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164717,ms_inv_stssp,"1",Pending Invoice & Report,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164718,ms_inv_stssp,"2",Approved,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164719,ms_inv_stssp,"3",Reject,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164720,ms_quo_status,"0",Default,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164721,ms_quo_status,"1",Pending quotation,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164722,ms_quo_status,"2",Pending Approval,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164723,ms_quo_status,"3",Approved,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164724,ms_quo_status,"4",Reject,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164725,ms_quo_status,"5",Negotiate,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164726,ms_quo_status,"6",Approve(Submit for Invoice),,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164727,ms_quo_status,"7",Closed Case,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164728,ms_com_appeal,"0",Not Appeal,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164729,ms_com_appeal,"1",Appeal,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164730,legaldecision,"1",Dismissed,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164731,legaldecision,"2",Allowed,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164732,legaldecision,"3",Struck Off,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164733,legaldecision,"4",Withdraw,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164734,legaldecision,"5",Refer to Medical Board,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164735,legaldecision,"6",Refer to SSAB,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164736,bodysystem,"8",Fractures / Dislocation,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164737,bodysystem,"9",Soft Tissue Injury,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164738,diseaseillness,"1",Coronary Artery Disease,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164739,diseaseillness,"2",Valvular Heart Disease,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164740,diseaseillness,"3",Cardiomyopathies,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164741,diseaseillness,"4",Pericardial Heart Disease,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164742,diseaseillness,"5",Dysrhythmias/ Unstable Angina,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164743,diseaseillness,"6",Hypertensive Cardiovascular Disease,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164744,diseaseillness,"7","Peripheral Vascular Disease (e.g :Deep Vein Thrombosis, Vericose Vein, etc)",,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164745,diseaseillness,"8",Pulmonary Artery Disease,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164746,diseaseillness,"9",Ischemic Heart Disease,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164747,diseaseillness,"10",Congestive Heart Failure,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164748,diseaseillness,"11",Hypertension,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164749,diseaseillness,"12",Pulmonary Dysfunction/ Chronic Obstructive Pulmonary Disease,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164750,diseaseillness,"13",Dyspnea/ Shortness of Breath,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164751,diseaseillness,"14",Asthma / Bronchial Asthma,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164752,diseaseillness,"15",Pulmonary Tuberculosis,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164753,diseaseillness,"16",Pulmonary Embolism,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164754,diseaseillness,"17",Pulmonary Edema,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164755,diseaseillness,"18",Pneumonia,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164756,diseaseillness,"19",Pneumothorax/Hemothorax,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164757,diseaseillness,"20",Bronchiectasis,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164758,diseaseillness,"21","Biliary Tract Disease (e.g :Gallstone, Cholecystitis, etc)",,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164759,diseaseillness,"22",Herniation,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164760,diseaseillness,"23","Liver Disease (e.g :HEPA, HEPB, HEPC, Liver Cirrhosis, etc)",,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164761,diseaseillness,"24","Anal Disease (e.g :Hemorroid, Anal Fistula, etc)",,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164762,diseaseillness,"25","Upper Digestive Tract (e.g :Gastro Esophagial Reflux Disease, Gastritis, etc)",,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164763,diseaseillness,"26","Colonic and Rectal Disorder (e.g :Crohn's Disease, Ulcerative Colitis, etc)",,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164764,diseaseillness,"27","Upper Urinary Tract Disease (e.g :Urinary Tract Infection, etc)",,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164765,diseaseillness,"28",Urinary Diversion Disorder,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164766,diseaseillness,"29","Bladder Disease (e.g :Interstitial cystitis, Neurogenic bladder, etc)",,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164767,diseaseillness,"30","Urethral Disease (e.g :Urethral stricture, Urethritis, etc)",,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164768,diseaseillness,"31",Penile Disease,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164769,diseaseillness,"32","Scrotal Disease (e.g :Necrotizing fascitis, etc)",,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164770,diseaseillness,"33","Testicular, Epididymal and Spermatic Cord Disease",,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164771,diseaseillness,"34","Prostate Disease (e.g :Benign Prostatic Hyperplasia, etc)",,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164772,diseaseillness,"35","Vulval and Vaginal Disease (e.g :Vaginal Prolapse, etc)",,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164773,diseaseillness,"36","Cervical and Uterine Disease (e.g :Uterine Prolapse, Uterine Fibroid, Endometriosis, etc)",,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164774,diseaseillness,"37","Fallopian Tube and Ovarian Disease (e.g :Ovarian cyst, etc)",,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164775,diseaseillness,"38",Gout,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164776,diseaseillness,"39",End Stage Renal Failure / ESRF/ Kidney Failure,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164777,diseaseillness,"40","Sexual Transmitted Disease (e.g : Syphilis, Gonorrhea, HPV, genital herpes, etc)",,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164778,diseaseillness,"41","General (e.g :Eczema, etc)",,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164779,diseaseillness,"42",Urticaria,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164780,diseaseillness,"43",Dermatitis,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164781,diseaseillness,"44",Pigmentary Changes,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164782,diseaseillness,"45",Kelloid Scars,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164783,diseaseillness,"46",Psoariasis,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164784,diseaseillness,"47",Cellulitis,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164785,diseaseillness,"48","Bullous Disorders (e.g :Pruritus, etc)",,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164786,diseaseillness,"49",Anemia,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164787,diseaseillness,"50",Neutropenia,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164788,diseaseillness,"51",Leukemia,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164789,diseaseillness,"52",HIV/ Retro viral disease,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164790,diseaseillness,"53",Platelet Disorders,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164791,diseaseillness,"54",Haemophilia,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164792,diseaseillness,"55",Bleeding Disorder,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164793,diseaseillness,"56",Thrombotic Disorder,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164794,diseaseillness,"57",Thalassemia,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164795,diseaseillness,"58",Dengue,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164796,diseaseillness,"59",Hypothalaimic-Pituitary Axis,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164797,diseaseillness,"60","Thyroid Abnormalities (e.g :Hyperthyroidism, Hypothyroidism, etc)",,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164798,diseaseillness,"61",Parathyroid Disorders,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164799,diseaseillness,"62",Adrenal Cortex Disorder,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164800,diseaseillness,"63",Adrenal Medulla Disorder,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164801,diseaseillness,"64",Diabetes Mellitus,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164802,diseaseillness,"65",Hypoglycemia,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164803,diseaseillness,"66",Gonadal Disorder,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164804,diseaseillness,"67",Mammary Disorder,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164805,diseaseillness,"68",Metabolic Bone Disease,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164806,diseaseillness,"69",Obesity,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164807,diseaseillness,"70",Dyslipidemia,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164808,diseaseillness,"71",Head & face,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164809,diseaseillness,"72",Upper Limb,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164810,diseaseillness,"73",Lower limb,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164811,diseaseillness,"74",Spine,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164812,diseaseillness,"75",Multiple location,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164813,diseaseillness,"76",Ribs,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164814,diseaseillness,"77",Degloving wound,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164815,diseaseillness,"78","Upper Limb: Injury to the Muscle, Tendon, Ligament, Capsule, Synovium (e.g : Frozen Shoulder, Rotator Cuff Injury, Carpal Tunnel Syndrome, etc)",,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164816,diseaseillness,"79","Lower Limb: Injury to the Muscle, Tendon, Ligament, Capsule, Synovium (e.g : ACL, PCL, Meniscal injury, etc)",,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164817,diseaseillness,"80",Multiple location,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164818,diseaseillness,"81",Osteoarthritis,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164819,diseaseillness,"82","Prolapsed Intervetebral Disc (cervical, thoracic, lumbar)",,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164820,diseaseillness,"83","Herniated disc  (cervical, thoracic, lumbar)",,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164821,diseaseillness,"84","Spondylosis / degenerative disc disease (cervical, thoracic, lumbar)",,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164822,diseaseillness,"85","Spondylolisthesis (cervical, thoracic, lumbar)",,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164823,diseaseillness,"86",Scoliosis/Kyphosis/Lordosis,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164824,diseaseillness,"87",Cervical stenosis,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164825,diseaseillness,"88",Facet Syndrome,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164826,diseaseillness,"89",Spinal tubeculosis,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164827,diseaseillness,"90",Cerebro Vascular Accident / Stroke,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164828,diseaseillness,"91",Traumatic Brain Injury / Acquired Brain Injury,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164829,diseaseillness,"92","Sleep and Arousal Disordes (e.g : Chronic Obstructive Sleep Apnea, etc)",,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164830,diseaseillness,"93",Multiple Sclerosis,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164831,diseaseillness,"94",Meningitis,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164832,diseaseillness,"95","Encephalitis, Myelitis, Encephalomyelitis",,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164833,diseaseillness,"96",Intracranial & Intraspinal abscess & granuloma,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164834,diseaseillness,"97","Degenerative Disease (e.g : Parkinson Disease & Alzheimer, etc)",,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164835,diseaseillness,"98",Huntington Disease,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164836,diseaseillness,"99",Spinal Muscular Atrophy,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164837,diseaseillness,"100",Cerebellar Ataxia,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164838,diseaseillness,"101",Brachial plexus injury,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164839,diseaseillness,"102","Cranial Nerve Palsy (e.g : Facial palsy/ bell palsy, etc)",,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164840,diseaseillness,"103","Motor Neuron Disease (e.g : Amyotrophic lateral sclerosis (ALS), etc)",,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164841,diseaseillness,"104",Muscular Dystrophy,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164842,diseaseillness,"105","Spinal Cord Injury (Tetraplegia, Paraplegia)",,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164843,diseaseillness,"106",Epilepsy / Seizure / Fit,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164844,diseaseillness,"107","Peripheral Nerve Injury (e.g : ulnar nerve injury, radial nerve injury, foot drop, etc)",,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164845,diseaseillness,"108",Migraine,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164846,diseaseillness,"109","Vestibular Disorder (e.g : Vertigo, etc)",,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164847,diseaseillness,"110",Hearing Loss / Deafness,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164848,diseaseillness,"111",Aphasia/Dysphasia/ Speech Impairment,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164849,diseaseillness,"112",Dysphagia / Difficulty in swallowing,,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
164850,diseaseillness,"113","Rhinitis, Tinnitus",,,,2021-01-19 15:52:45,2021-01-19 15:52:45,,,,,
